﻿"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","question_order","group","featureMatrix","mushroom1","mushroom2","mushroom3","feature","value","attentionStimuli","attentionChoice","attentionCheck"
"true","fullscreen","0","2474","0.0-0.0","","","","","","","","","","","","","","",""
"","instructions","1","7977","0.0-1.0","[{""page_index"":0,""viewing_time"":1624},{""page_index"":1,""viewing_time"":1829},{""page_index"":2,""viewing_time"":2048}]","5501","","","","","","","","","","","","",""
"","html-button-response","2","9119","0.0-2.0","","1141","
    <div class=""consent-container"" style=""width: 80%; margin: 0 auto; text-align: left;"">
        <h2 style=""text-align:center"">受试者声明</h2>
            <p style=""font-weight:bold"">本人确认：</p>
            <ol>
                <li>我已阅读并理解以上内容。</li>
                <li>我的参与是自愿的，可以随时退出研究而不会受到任何惩罚。</li>
                <li>我不会放弃任何法律权利，也不会使相关研究人员免于因疏忽而导致的法律责任。</li>
                <li>我同意成为本研究的参与者。</li>
            </ol>
            <p>若您需要重新阅读知情同意书，请刷新网页后重新进入。</p>
            <p>若您不同意参与这项研究，直接关闭本网页即可退出。</p>
            <p style=""font-weight:bold"">若您同意参与这项研究，请点击以下按钮，即表示您自愿签署这份知情同意书。</p>
            <div style=""text-align: center; margin: 30px 0;"">
            </div>
        </div>
    </div>
    ","0","","","","","","","","","","",""
"","html-button-response","3","10761","0.0-3.0","","1641","<img src=""asset/img/fungal-forest.jpg"" class=""fullscreen-image""><h1 class=""st"" style=""color:#FFF1AC;margin-bottom:15px"">欢迎来到真菌森林</h1>","0","","","","","","","","","","",""
"","instructions","4","117210","0.0-4.0-0.0","[{""page_index"":0,""viewing_time"":6467},{""page_index"":1,""viewing_time"":5100},{""page_index"":2,""viewing_time"":35028},{""page_index"":3,""viewing_time"":16946},{""page_index"":4,""viewing_time"":2658},{""page_index"":5,""viewing_time"":35877},{""page_index"":6,""viewing_time"":4373}]","106448","","","","","","","","","","","","",""
"","survey-multi-choice","5","136179","0.0-4.0-1.0","","18967","","{""Q0"":""告诉游客有关你的蘑菇特征的事实。"",""Q1"":""不可以，撒谎是不被允许的"",""Q2"":""不重要，游客选择什么蘑菇不重要""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","6","157962","0.0-4.0-2.0","","21781","","{""Q0"":""3"",""Q1"":""-1"",""Q2"":""-2""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","7","176492","0.0-4.0-3.0","","18528","","{""Q0"":""1"",""Q1"":""0"",""Q2"":""-1""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","8","194727","0.0-4.0-4.0","","18233","","{""Q0"":""3"",""Q1"":""1"",""Q2"":""-5"",""Q3"":""5""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","9","215845","0.0-4.0-5.0","","21116","","{""Q0"":""1"",""Q1"":""2"",""Q2"":""1""}","[0,1,2]","","","","","","","","","",""
"","instructions","10","274181","0.0-4.1-0.1","[{""page_index"":0,""viewing_time"":7642},{""page_index"":1,""viewing_time"":4154},{""page_index"":2,""viewing_time"":5578},{""page_index"":3,""viewing_time"":3529},{""page_index"":4,""viewing_time"":2486},{""page_index"":5,""viewing_time"":26489},{""page_index"":6,""viewing_time"":3038},{""page_index"":5,""viewing_time"":3931},{""page_index"":6,""viewing_time"":1489}]","58335","","","","","","","","","","","","",""
"","survey-multi-choice","11","280474","0.0-4.1-1.1","","6291","","{""Q0"":""告诉游客有关你的蘑菇特征的事实。"",""Q1"":""不可以，撒谎是不被允许的"",""Q2"":""不重要，游客选择什么蘑菇不重要""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","12","300099","0.0-4.1-2.1","","19624","","{""Q0"":""3"",""Q1"":""-1"",""Q2"":""-2""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","13","311250","0.0-4.1-3.1","","11149","","{""Q0"":""1"",""Q1"":""0"",""Q2"":""-1""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","14","331651","0.0-4.1-4.1","","20399","","{""Q0"":""3"",""Q1"":""1"",""Q2"":""-5"",""Q3"":""5""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","15","348776","0.0-4.1-5.1","","17123","","{""Q0"":""1"",""Q1"":""-2"",""Q2"":""1""}","[0,1,2]","","","","","","","","","",""
"","html-button-response","16","350753","0.0-5.0","","1974","
    <div class=""break-container"">
        <p class=""break-message"">🎉太棒了</p>
        <p class=""break-message"">你通过了所有的测验，获得了导游资格证🎫</p>
        <p class=""break-message"">现在，点击下方按钮，正式开始接待游客</p>
    </div>
    ","0","","truth","[{""绿"":0},{""红"":2},{""蓝"":-2},{""斑点"":0},{""条纹"":1},{""纯色"":-1},{""绿_A1"":-1},{""红_A1"":1},{""蓝_A1"":-3},{""斑点_A1"":-1},{""条纹_A1"":0},{""纯色_A1"":-2},{""绿_A2"":1},{""红_A2"":3},{""蓝_A2"":-1},{""斑点_A2"":1},{""条纹_A2"":2},{""纯色_A2"":0}]","","","","","","","",""
"","survey-html-form","17","371750","0.0-6.0","","20993","","{""feature"":""蓝色"",""value"":""0""}","","","","{""msr"":""Red-Striped"",""color"":""red"",""type"":""striped"",""value_A1"":1,""value_A2"":5}","{""msr"":""Blue-Spotted"",""color"":""blue"",""type"":""spotted"",""value_A1"":-4,""value_A2"":0}","{""msr"":""Red-Spotted"",""color"":""red"",""type"":""spotted"",""value_A1"":0,""value_A2"":4}","蓝色","0","","",""
