﻿"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","question_order","group","featureMatrix","attentionStimuli","attentionChoice","attentionCheck","mushroom1","mushroom2","mushroom3","feature","value"
"true","fullscreen","0","3610","0.0-0.0","","","","","","","","","","","","","","",""
"","instructions","1","78033","0.0-1.0","[{""page_index"":0,""viewing_time"":3257},{""page_index"":1,""viewing_time"":50818},{""page_index"":2,""viewing_time"":20345}]","74421","","","","","","","","","","","","",""
"","html-button-response","2","81885","0.0-2.0","","3849","
    <div class=""consent-container"" style=""width: 80%; margin: 0 auto; text-align: left;"">
        <h2 style=""text-align:center"">受试者声明</h2>
            <p style=""font-weight:bold"">本人确认：</p>
            <ol>
                <li>我已阅读并理解以上内容。</li>
                <li>我的参与是自愿的，可以随时退出研究而不会受到任何惩罚。</li>
                <li>我不会放弃任何法律权利，也不会使相关研究人员免于因疏忽而导致的法律责任。</li>
                <li>我同意成为本研究的参与者。</li>
            </ol>
            <p>若您需要重新阅读知情同意书，请刷新网页后重新进入。</p>
            <p>若您不同意参与这项研究，直接关闭本网页即可退出。</p>
            <p style=""font-weight:bold"">若您同意参与这项研究，请点击以下按钮，即表示您自愿签署这份知情同意书。</p>
            <div style=""text-align: center; margin: 30px 0;"">
            </div>
        </div>
    </div>
    ","0","","","","","","","","","","",""
"","html-button-response","3","84728","0.0-3.0","","2840","<img src=""asset/img/fungal-forest.jpg"" class=""fullscreen-image""><h1 class=""st"" style=""color:#FFF1AC;margin-bottom:15px"">欢迎来到真菌森林</h1>","0","","","","","","","","","","",""
"","instructions","4","405101","0.0-4.0-0.0","[{""page_index"":0,""viewing_time"":14579},{""page_index"":1,""viewing_time"":14747},{""page_index"":2,""viewing_time"":69110},{""page_index"":3,""viewing_time"":84939},{""page_index"":4,""viewing_time"":6495},{""page_index"":5,""viewing_time"":117521},{""page_index"":6,""viewing_time"":12979}]","320370","","","","","","","","","","","","",""
"","survey-multi-choice","5","436792","0.0-4.0-1.0","","31686","","{""Q0"":""告诉游客有关蘑菇的事实\n\n无论是你的分数还是游客的分数都可以。"",""Q1"":""不可以，撒谎是不被允许的"",""Q2"":""不重要，游客选择什么蘑菇不重要""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","6","461256","0.0-4.0-2.0","","24459","","{""Q0"":""1"",""Q1"":""0"",""Q2"":""1""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","7","485732","0.0-4.0-3.0","","24470","","{""Q0"":""3"",""Q1"":""1"",""Q2"":""-1""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","8","528415","0.0-4.0-4.0","","42676","","{""Q0"":""3"",""Q1"":""1"",""Q2"":""-3"",""Q3"":""5""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","9","583148","0.0-4.0-5.0","","54728","","{""Q0"":""3"",""Q1"":""2"",""Q2"":""-2""}","[0,1,2]","","","","","","","","","",""
"","instructions","10","673073","0.0-4.1-0.1","[{""page_index"":0,""viewing_time"":7925},{""page_index"":1,""viewing_time"":2505},{""page_index"":2,""viewing_time"":15666},{""page_index"":3,""viewing_time"":3449},{""page_index"":4,""viewing_time"":4909},{""page_index"":5,""viewing_time"":48324},{""page_index"":6,""viewing_time"":7141}]","89918","","","","","","","","","","","","",""
"","survey-multi-choice","11","682762","0.0-4.1-1.1","","9686","","{""Q0"":""告诉游客有关蘑菇的事实\n\n无论是你的分数还是游客的分数都可以。"",""Q1"":""不可以，撒谎是不被允许的"",""Q2"":""不重要，游客选择什么蘑菇不重要""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","12","698529","0.0-4.1-2.1","","15762","","{""Q0"":""0"",""Q1"":""-1"",""Q2"":""1""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","13","737617","0.0-4.1-3.1","","39081","","{""Q0"":""3"",""Q1"":""-1"",""Q2"":""-2""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","14","758932","0.0-4.1-4.1","","21309","","{""Q0"":""3"",""Q1"":""1"",""Q2"":""-5"",""Q3"":""5""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","15","805396","0.0-4.1-5.1","","46457","","{""Q0"":""3"",""Q1"":""0"",""Q2"":""-3""}","[0,1,2]","","","","","","","","","",""
"","html-button-response","16","808639","0.0-5.0","","3231","
    <div class=""break-container"">
        <p class=""break-message"">🎉太棒了</p>
        <p class=""break-message"">你通过了所有的测验，获得了导游资格证🎫</p>
        <p class=""break-message"">现在，点击下方按钮，正式开始接待游客</p>
    </div>
    ","0","","truth","[{""绿"":0},{""红"":-1},{""蓝"":1},{""斑点"":2},{""条纹"":0},{""纯色"":-2},{""绿_A1"":-1},{""红_A1"":-2},{""蓝_A1"":0},{""斑点_A1"":1},{""条纹_A1"":-1},{""纯色_A1"":-3},{""绿_A2"":1},{""红_A2"":0},{""蓝_A2"":2},{""斑点_A2"":3},{""条纹_A2"":1},{""纯色_A2"":-1}]","","","","","","","",""
"","survey-multi-choice","17","813244","0.0-6.0","","4603","","{""Q0"":""Z""}","[0]","","","Z","Z","pass","","","","",""
