﻿"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","question_order","group","featureMatrix","attentionStimuli","attentionChoice","attentionCheck","mushroom1","mushroom2","mushroom3","feature","value"
"true","fullscreen","0","7056","0.0-0.0","","","","","","","","","","","","","","",""
"","instructions","1","18348","0.0-1.0","[{""page_index"":0,""viewing_time"":3078},{""page_index"":1,""viewing_time"":6061},{""page_index"":2,""viewing_time"":2152}]","11291","","","","","","","","","","","","",""
"","html-button-response","2","20010","0.0-2.0","","1661","
    <div class=""consent-container"" style=""width: 80%; margin: 0 auto; text-align: left;"">
        <h2 style=""text-align:center"">受试者声明</h2>
            <p style=""font-weight:bold"">本人确认：</p>
            <ol>
                <li>我已阅读并理解以上内容。</li>
                <li>我的参与是自愿的，可以随时退出研究而不会受到任何惩罚。</li>
                <li>我不会放弃任何法律权利，也不会使相关研究人员免于因疏忽而导致的法律责任。</li>
                <li>我同意成为本研究的参与者。</li>
            </ol>
            <p>若您需要重新阅读知情同意书，请刷新网页后重新进入。</p>
            <p>若您不同意参与这项研究，直接关闭本网页即可退出。</p>
            <p style=""font-weight:bold"">若您同意参与这项研究，请点击以下按钮，即表示您自愿签署这份知情同意书。</p>
            <div style=""text-align: center; margin: 30px 0;"">
            </div>
        </div>
    </div>
    ","0","","","","","","","","","","",""
"","html-button-response","3","23274","0.0-3.0","","3263","<img src=""asset/img/fungal-forest.jpg"" class=""fullscreen-image""><h1 class=""st"" style=""color:#FFF1AC;margin-bottom:15px"">欢迎来到真菌森林</h1>","0","","","","","","","","","","",""
"","instructions","4","98612","0.0-4.0-0.0","[{""page_index"":0,""viewing_time"":11292},{""page_index"":1,""viewing_time"":17206},{""page_index"":2,""viewing_time"":8894},{""page_index"":3,""viewing_time"":9421},{""page_index"":4,""viewing_time"":5106},{""page_index"":5,""viewing_time"":12689},{""page_index"":6,""viewing_time"":10727}]","75337","","","","","","","","","","","","",""
"","survey-multi-choice","5","121944","0.0-4.0-1.0","","23330","","{""Q0"":""告诉游客有关你的蘑菇特征的事实。"",""Q1"":""不可以，撒谎是不被允许的"",""Q2"":""不重要，游客选择什么蘑菇不重要""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","6","217191","0.0-4.0-2.0","","95244","","{""Q0"":""-1"",""Q1"":""-1"",""Q2"":""2""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","7","233939","0.0-4.0-3.0","","16745","","{""Q0"":""2"",""Q1"":""-2"",""Q2"":""1""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","8","377495","0.0-4.0-4.0","","143553","","{""Q0"":""3"",""Q1"":""3"",""Q2"":""-5"",""Q3"":""4""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","9","433050","0.0-4.0-5.0","","55552","","{""Q0"":""3"",""Q1"":""-1"",""Q2"":""-2""}","[0,1,2]","","","","","","","","","",""
"","instructions","10","503593","0.0-4.1-0.1","[{""page_index"":0,""viewing_time"":6103},{""page_index"":1,""viewing_time"":1559},{""page_index"":2,""viewing_time"":6518},{""page_index"":3,""viewing_time"":7471},{""page_index"":4,""viewing_time"":16470},{""page_index"":5,""viewing_time"":24373},{""page_index"":6,""viewing_time"":8047}]","70540","","","","","","","","","","","","",""
"","survey-multi-choice","11","518908","0.0-4.1-1.1","","15315","","{""Q0"":""告诉游客有关你的蘑菇特征的事实。"",""Q1"":""不可以，撒谎是不被允许的"",""Q2"":""不重要，游客选择什么蘑菇不重要""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","12","570489","0.0-4.1-2.1","","51579","","{""Q0"":""-1"",""Q1"":""-1"",""Q2"":""2""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","13","625315","0.0-4.1-3.1","","54823","","{""Q0"":""2"",""Q1"":""-2"",""Q2"":""0""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","14","692243","0.0-4.1-4.1","","66924","","{""Q0"":""3"",""Q1"":""1"",""Q2"":""-5"",""Q3"":""5""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","15","715317","0.0-4.1-5.1","","23071","","{""Q0"":""3"",""Q1"":""-1"",""Q2"":""-2""}","[0,1,2]","","","","","","","","","",""
"","html-button-response","16","718058","0.0-5.0","","2737","
    <div class=""break-container"">
        <p class=""break-message"">🎉太棒了</p>
        <p class=""break-message"">你通过了所有的测验，获得了导游资格证🎫</p>
        <p class=""break-message"">现在，点击下方按钮，正式开始接待游客</p>
    </div>
    ","0","","truth","[{""绿"":0},{""红"":-2},{""蓝"":2},{""斑点"":1},{""条纹"":-1},{""纯色"":0},{""绿_A1"":-1},{""红_A1"":-3},{""蓝_A1"":1},{""斑点_A1"":0},{""条纹_A1"":-2},{""纯色_A1"":-1},{""绿_A2"":1},{""红_A2"":-1},{""蓝_A2"":3},{""斑点_A2"":2},{""条纹_A2"":0},{""纯色_A2"":1}]","","","","","","","",""
"","survey-multi-choice","17","722067","0.0-6.0","","4008","","{""Q0"":""U""}","[0]","","","U","U","pass","","","","",""
"","survey-html-form","18","762170","0.0-7.0","","40099","","{""feature"":""蓝色"",""value"":""3""}","","","","","","","{""msr"":""Red-Spotted"",""color"":""red"",""type"":""spotted"",""value_A1"":-3,""value_A2"":1}","{""msr"":""Red-Solid"",""color"":""red"",""type"":""solid"",""value_A1"":-4,""value_A2"":0}","{""msr"":""Blue-Spotted"",""color"":""blue"",""type"":""spotted"",""value_A1"":1,""value_A2"":5}","蓝色","3"
"","survey-multi-choice","19","764497","0.0-8.0","","2325","","{""Q0"":""T""}","[0]","","","T","T","pass","","","","",""
