﻿"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","question_order","group","featureMatrix","mushroom1","mushroom2","mushroom3","feature","value","attentionStimuli","attentionChoice","attentionCheck"
"true","fullscreen","0","1840","0.0-0.0","","","","","","","","","","","","","","",""
"","instructions","1","9441","0.0-1.0","[{""page_index"":0,""viewing_time"":1303},{""page_index"":1,""viewing_time"":4465},{""page_index"":2,""viewing_time"":1832}]","7601","","","","","","","","","","","","",""
"","html-button-response","2","11394","0.0-2.0","","1952","
    <div class=""consent-container"" style=""width: 80%; margin: 0 auto; text-align: left;"">
        <h2 style=""text-align:center"">受试者声明</h2>
            <p style=""font-weight:bold"">本人确认：</p>
            <ol>
                <li>我已阅读并理解以上内容。</li>
                <li>我的参与是自愿的，可以随时退出研究而不会受到任何惩罚。</li>
                <li>我不会放弃任何法律权利，也不会使相关研究人员免于因疏忽而导致的法律责任。</li>
                <li>我同意成为本研究的参与者。</li>
            </ol>
            <p>若您需要重新阅读知情同意书，请刷新网页后重新进入。</p>
            <p>若您不同意参与这项研究，直接关闭本网页即可退出。</p>
            <p style=""font-weight:bold"">若您同意参与这项研究，请点击以下按钮，即表示您自愿签署这份知情同意书。</p>
            <div style=""text-align: center; margin: 30px 0;"">
            </div>
        </div>
    </div>
    ","0","","","","","","","","","","",""
"","html-button-response","3","12243","0.0-3.0","","848","<img src=""asset/img/fungal-forest.jpg"" class=""fullscreen-image""><h1 class=""st"" style=""color:#FFF1AC;margin-bottom:15px"">欢迎来到真菌森林</h1>","0","","","","","","","","","","",""
"","instructions","4","103560","0.0-4.0-0.0","[{""page_index"":0,""viewing_time"":2077},{""page_index"":1,""viewing_time"":2928},{""page_index"":2,""viewing_time"":12952},{""page_index"":3,""viewing_time"":11912},{""page_index"":4,""viewing_time"":5473},{""page_index"":5,""viewing_time"":53512},{""page_index"":6,""viewing_time"":2463}]","91317","","","","","","","","","","","","",""
"","survey-multi-choice","5","131674","0.0-4.0-1.0","","28113","","{""Q0"":""告诉游客有关你的蘑菇特征的事实。"",""Q1"":""不可以，撒谎是不被允许的"",""Q2"":""不重要，游客选择什么蘑菇不重要""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","6","145714","0.0-4.0-2.0","","14039","","{""Q0"":""3"",""Q1"":""-3"",""Q2"":""0""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","7","154850","0.0-4.0-3.0","","9135","","{""Q0"":""2"",""Q1"":""-2"",""Q2"":""0""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","8","177130","0.0-4.0-4.0","","22279","","{""Q0"":""3"",""Q1"":""3"",""Q2"":""-5"",""Q3"":""5""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","9","188651","0.0-4.0-5.0","","11519","","{""Q0"":""1"",""Q1"":""-3"",""Q2"":""2""}","[0,1,2]","","","","","","","","","",""
"","instructions","10","205265","0.0-4.1-0.1","[{""page_index"":0,""viewing_time"":2007},{""page_index"":1,""viewing_time"":1070},{""page_index"":2,""viewing_time"":1544},{""page_index"":3,""viewing_time"":1697},{""page_index"":4,""viewing_time"":1055},{""page_index"":5,""viewing_time"":7425},{""page_index"":6,""viewing_time"":1815}]","16613","","","","","","","","","","","","",""
"","survey-multi-choice","11","208571","0.0-4.1-1.1","","3306","","{""Q0"":""告诉游客有关你的蘑菇特征的事实。"",""Q1"":""不可以，撒谎是不被允许的"",""Q2"":""不重要，游客选择什么蘑菇不重要""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","12","216321","0.0-4.1-2.1","","7749","","{""Q0"":""3"",""Q1"":""-3"",""Q2"":""0""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","13","236170","0.0-4.1-3.1","","19847","","{""Q0"":""2"",""Q1"":""-2"",""Q2"":""0""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","14","242169","0.0-4.1-4.1","","5998","","{""Q0"":""3"",""Q1"":""1"",""Q2"":""-5"",""Q3"":""5""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","15","250333","0.0-4.1-5.1","","8162","","{""Q0"":""1"",""Q1"":""-3"",""Q2"":""2""}","[0,1,2]","","","","","","","","","",""
