﻿"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","question_order","group","featureMatrix","attentionStimuli","attentionChoice","attentionCheck","mushroom1","mushroom2","mushroom3","feature","value"
"true","fullscreen","0","2170","0.0-0.0","","","","","","","","","","","","","","",""
"","instructions","1","50631","0.0-1.0","[{""page_index"":0,""viewing_time"":8009},{""page_index"":1,""viewing_time"":35710},{""page_index"":2,""viewing_time"":4740}]","48459","","","","","","","","","","","","",""
"","html-button-response","2","53797","0.0-2.0","","3165","
    <div class=""consent-container"" style=""width: 80%; margin: 0 auto; text-align: left;"">
        <h2 style=""text-align:center"">受试者声明</h2>
            <p style=""font-weight:bold"">本人确认：</p>
            <ol>
                <li>我已阅读并理解以上内容。</li>
                <li>我的参与是自愿的，可以随时退出研究而不会受到任何惩罚。</li>
                <li>我不会放弃任何法律权利，也不会使相关研究人员免于因疏忽而导致的法律责任。</li>
                <li>我同意成为本研究的参与者。</li>
            </ol>
            <p>若您需要重新阅读知情同意书，请刷新网页后重新进入。</p>
            <p>若您不同意参与这项研究，直接关闭本网页即可退出。</p>
            <p style=""font-weight:bold"">若您同意参与这项研究，请点击以下按钮，即表示您自愿签署这份知情同意书。</p>
            <div style=""text-align: center; margin: 30px 0;"">
            </div>
        </div>
    </div>
    ","0","","","","","","","","","","",""
"","html-button-response","3","55636","0.0-3.0","","1838","<img src=""asset/img/fungal-forest.jpg"" class=""fullscreen-image""><h1 class=""st"" style=""color:#FFF1AC;margin-bottom:15px"">欢迎来到真菌森林</h1>","0","","","","","","","","","","",""
"","instructions","4","250363","0.0-4.0-0.0","[{""page_index"":0,""viewing_time"":18767},{""page_index"":1,""viewing_time"":15001},{""page_index"":2,""viewing_time"":45084},{""page_index"":3,""viewing_time"":40846},{""page_index"":4,""viewing_time"":7350},{""page_index"":5,""viewing_time"":61296},{""page_index"":6,""viewing_time"":6382}]","194725","","","","","","","","","","","","",""
"","survey-multi-choice","5","258410","0.0-4.0-1.0","","8045","","{""Q0"":""确保游客选到最美味的蘑菇"",""Q1"":""可以，撒谎是允许的"",""Q2"":""重要，我们希望游客选到最美味的蘑菇""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","6","268700","0.0-4.0-2.0","","10288","","{""Q0"":""-1"",""Q1"":""0"",""Q2"":""1""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","7","278254","0.0-4.0-3.0","","9552","","{""Q0"":""0"",""Q1"":""-2"",""Q2"":""2""}","[0,1,2]","","","","","","","","","",""
"","survey-multi-choice","8","302936","0.0-4.0-4.0","","24680","","{""Q0"":""3"",""Q1"":""3"",""Q2"":""-3"",""Q3"":""3""}","[0,1,2,3]","","","","","","","","","",""
"","survey-multi-choice","9","320530","0.0-4.0-5.0","","17592","","{""Q0"":""-1"",""Q1"":""0"",""Q2"":""1""}","[0,1,2]","","","","","","","","","",""
